Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,Total Cycle Count(8800MTB25266 Linear Waveform),Position (mm),Force (kN),Strain 1 (%),Stress
3.525,3.525,1,1,1,0.25,28.80696328,4.699619766,0.880423691,239.3496734
3.526,3.526,1,1,1,0.25,28.80649753,4.68821656,0.880106296,238.7689128
3.527,3.527,1,1,1,0.25,28.8061671,4.67666937,0.881212261,238.1808193
3.528,3.528,1,1,1,0.25,28.80588956,4.665253032,0.882333536,237.5993899
3.529,3.529,1,1,1,0.25,28.80575275,4.654104449,0.882073287,237.0315972
3.53,3.53,1,1,1,0.25,28.80596528,4.64292299,0.880872533,236.4621302
3.531,3.531,1,1,1,0.25,28.80611522,4.631444346,0.879652761,235.8775277
3.532,3.532,1,1,1,0.25,28.80554041,4.620106332,0.878870245,235.3000873
3.533,3.533,1,1,1,0.25,28.80464187,4.609287996,0.87830618,234.749114
3.534,3.534,1,1,1,0.25,28.80427158,4.598280787,0.877817553,234.1885215
3.535,3.535,1,1,1,0.25,28.80436946,4.586732946,0.878258385,233.6003947
3.536,3.536,1,1,1,0.25,28.80451754,4.574988224,0.879071373,233.0022409
3.537,3.537,1,1,1,0.25,28.80437197,4.563181568,0.879257489,232.4009328
3.538,3.538,1,1,1,0.25,28.80399348,4.551864322,0.878637079,231.8245503
3.539,3.539,1,1,1,0.25,28.80361127,4.540525284,0.877531581,231.2470577
3.54,3.54,1,1,1,0.25,28.80348191,4.52908976,0.876294188,230.6646513
3.541,3.541,1,1,1,0.25,28.80326007,4.517790955,0.875184685,230.0892079
3.542,3.542,1,1,1,0.25,28.80308982,4.50616125,0.874459315,229.4969119
3.543,3.543,1,1,1,0.25,28.80294388,4.494129587,0.874922108,228.8841443
3.544,3.544,1,1,1,0.25,28.80259426,4.482424911,0.8759927,228.28803
3.545,3.545,1,1,1,0.25,28.80247096,4.471393768,0.8763762,227.7262185
3.546,3.546,1,1,1,0.25,28.80284479,4.460347723,0.875707548,227.1636481
3.547,3.547,1,1,1,0.25,28.80300935,4.44916524,0.874624029,226.5941288
3.548,3.548,1,1,1,0.25,28.80244106,4.437969066,0.873550866,226.0239124
3.549,3.549,1,1,1,0.25,28.80172515,4.426127113,0.872542001,225.4208067
3.55,3.55,1,1,1,0.25,28.80144045,4.414079338,0.87173393,224.8072185
3.551,3.551,1,1,1,0.25,28.80148012,4.402346443,0.871994589,224.2096671
3.552,3.552,1,1,1,0.25,28.8014208,4.391041305,0.873245765,223.6339011
3.553,3.553,1,1,1,0.25,28.80104836,4.380388185,0.873821303,223.0913422
3.554,3.554,1,1,1,0.25,28.80031578,4.3696451,0.873035658,222.5442013
3.555,3.555,1,1,1,0.25,28.79978046,4.358475748,0.871721487,221.9753509
3.556,3.556,1,1,1,0.25,28.79958367,4.347097129,0.870536901,221.3958425
3.557,3.557,1,1,1,0.25,28.79993664,4.334804695,0.869733226,220.769794
3.558,3.558,1,1,1,0.25,28.80021101,4.322274029,0.86929094,220.1316124
3.559,3.559,1,1,1,0.25,28.79978688,4.310299642,0.869704597,219.5217619
3.56,3.56,1,1,1,0.25,28.79914641,4.29856712,0.870743543,218.9242294
3.561,3.561,1,1,1,0.25,28.79863754,4.286819883,0.870959237,218.3259476
3.562,3.562,1,1,1,0.25,28.79855344,4.275253136,0.870148148,217.736858
3.563,3.563,1,1,1,0.25,28.79876662,4.263634607,0.869222749,217.1451312
3.564,3.564,1,1,1,0.25,28.79869528,4.252310283,0.86871719,216.5683881
3.565,3.565,1,1,1,0.25,28.79840108,4.241014831,0.868040808,215.9931154
3.566,3.566,1,1,1,0.25,28.7980943,4.228979442,0.866971109,215.3801581
3.567,3.567,1,1,1,0.25,28.79795609,4.216952808,0.866347104,214.7676466
3.568,3.568,1,1,1,0.25,28.79795004,4.205186572,0.866961163,214.1683971
3.569,3.569,1,1,1,0.25,28.79777653,4.193565995,0.867638364,213.5765659
3.57,3.57,1,1,1,0.25,28.79772745,4.181786068,0.867412221,212.9766192
3.571,3.571,1,1,1,0.25,28.79743455,4.170137085,0.866410192,212.3833414
3.572,3.572,1,1,1,0.25,28.79693974,4.158652294,0.86523613,211.7984258
3.573,3.573,1,1,1,0.25,28.7965388,4.147189297,0.864303503,211.2146201
3.574,3.574,1,1,1,0.25,28.79629973,4.135572258,0.863476899,210.6229692
3.575,3.575,1,1,1,0.25,28.79636092,4.123716615,0.863254666,210.0191662
3.576,3.576,1,1,1,0.25,28.7961456,4.111665394,0.864204131,209.4054026
3.577,3.577,1,1,1,0.25,28.79547384,4.099469539,0.865099821,208.7842727
3.578,3.578,1,1,1,0.25,28.79532324,4.087128118,0.86491758,208.1557293
3.579,3.579,1,1,1,0.25,28.7955259,4.075786378,0.863886103,207.5780992
3.58,3.58,1,1,1,0.25,28.79558923,4.06482378,0.862640981,207.0197787
3.581,3.581,1,1,1,0.25,28.79519742,4.053622857,0.861658584,206.4493203
3.582,3.582,1,1,1,0.25,28.79463304,4.042147379,0.861015432,205.8648791
3.583,3.583,1,1,1,0.25,28.79446903,4.030233528,0.860821363,205.2581116
3.584,3.584,1,1,1,0.25,28.79427578,4.018382356,0.861602183,204.6545363
3.585,3.585,1,1,1,0.25,28.79428566,4.006892443,0.862405337,204.0693599
3.586,3.586,1,1,1,0.25,28.79436435,3.995252959,0.86219551,203.4765658
3.587,3.587,1,1,1,0.25,28.79407033,3.983562905,0.861018803,202.8811963
3.588,3.588,1,1,1,0.25,28.79343387,3.971561324,0.859810561,202.2699607
3.589,3.589,1,1,1,0.25,28.79277039,3.959325049,0.859146193,201.6467724
3.59,3.59,1,1,1,0.25,28.79281482,3.947419114,0.858627912,201.0404081
3.591,3.591,1,1,1,0.25,28.79329184,3.93574005,0.858043171,200.4455982
3.592,3.592,1,1,1,0.25,28.79340742,3.924119752,0.858364459,199.8537813
3.593,3.593,1,1,1,0.25,28.79309086,3.912409022,0.85902771,199.2573587
3.594,3.594,1,1,1,0.25,28.79263237,3.900941834,0.859115608,198.6733396
3.595,3.595,1,1,1,0.25,28.79248019,3.88982892,0.858427044,198.1073635
3.596,3.596,1,1,1,0.25,28.79234487,3.87845058,0.857381206,197.5278694
3.597,3.597,1,1,1,0.25,28.79174724,3.866376821,0.856395196,196.9129579
3.598,3.598,1,1,1,0.25,28.79120819,3.853828646,0.855430253,196.2738846
3.599,3.599,1,1,1,0.25,28.79120149,3.841499239,0.85466573,195.645953
3.6,3.6,1,1,1,0.25,28.79160242,3.829187807,0.855150856,195.0189369
3.601,3.601,1,1,1,0.25,28.7915593,3.817305062,0.856302418,194.4137537
3.602,3.602,1,1,1,0.25,28.79074048,3.806304932,0.856644511,193.8535216
3.603,3.603,1,1,1,0.25,28.79008045,3.795488179,0.855820198,193.3026289
3.604,3.604,1,1,1,0.25,28.78981829,3.783695307,0.854498204,192.7020229
3.605,3.605,1,1,1,0.25,28.78968148,3.771564644,0.853308234,192.0842133
3.606,3.606,1,1,1,0.25,28.78971351,3.759835474,0.852612369,191.4868516
3.607,3.607,1,1,1,0.25,28.78960259,3.747649305,0.852196421,190.866215
3.608,3.608,1,1,1,0.25,28.7893109,3.734974563,0.852530021,190.2206957
3.609,3.609,1,1,1,0.25,28.7889204,3.722856753,0.85339997,189.6035407
3.61,3.61,1,1,1,0.25,28.78858997,3.711558972,0.853505395,189.0281494
3.611,3.611,1,1,1,0.25,28.78856054,3.700191621,0.852686632,188.449215
3.612,3.612,1,1,1,0.25,28.78882783,3.688435908,0.851603243,187.8505015
3.613,3.613,1,1,1,0.25,28.78885465,3.676418681,0.850601513,187.2384691
3.614,3.614,1,1,1,0.25,28.78845818,3.664505854,0.84980689,186.6317538
3.615,3.615,1,1,1,0.25,28.78794167,3.652657103,0.849088281,186.0283018
3.616,3.616,1,1,1,0.25,28.78758255,3.640670609,0.849153437,185.4178347
3.617,3.617,1,1,1,0.25,28.7872362,3.628416639,0.84999321,184.7937451
3.618,3.618,1,1,1,0.25,28.78725436,3.61580532,0.850459021,184.1514559
3.619,3.619,1,1,1,0.25,28.78727224,3.603661526,0.849986039,183.5329776
3.62,3.62,1,1,1,0.25,28.78681002,3.59222712,0.848890599,182.950628
3.621,3.621,1,1,1,0.25,28.78616974,3.580781259,0.847773738,182.3676951
3.622,3.622,1,1,1,0.25,28.78570072,3.569332883,0.846816003,181.7846341
3.623,3.623,1,1,1,0.25,28.78578696,3.5572269,0.846013799,181.1680814
3.624,3.624,1,1,1,0.25,28.78591195,3.544725385,0.846013147,180.5313845
3.625,3.625,1,1,1,0.25,28.78544889,3.532022238,0.846981611,179.8844185
3.626,3.626,1,1,1,0.25,28.78466761,3.519598581,0.847667102,179.2516868
3.627,3.627,1,1,1,0.25,28.78434025,3.507952858,0.847284328,178.658575
3.628,3.628,1,1,1,0.25,28.78467599,3.496940061,0.846271869,178.0976979
3.629,3.629,1,1,1,0.25,28.78501667,3.48609658,0.845126249,177.5454439
3.63,3.63,1,1,1,0.25,28.78489867,3.474777006,0.844080225,176.9689427
3.631,3.631,1,1,1,0.25,28.78446141,3.46267717,0.843130685,176.3527031
3.632,3.632,1,1,1,0.25,28.78404921,3.450166062,0.843050815,175.7155176
3.633,3.633,1,1,1,0.25,28.78380911,3.437613044,0.844070222,175.0761977
3.634,3.634,1,1,1,0.25,28.78367044,3.425436467,0.844728034,174.4560497
3.635,3.635,1,1,1,0.25,28.78370043,3.413752653,0.844292082,173.8609979
3.636,3.636,1,1,1,0.25,28.78398346,3.402585629,0.843297858,173.2922661
3.637,3.637,1,1,1,0.25,28.78375798,3.390792012,0.842339937,172.6916221
3.638,3.638,1,1,1,0.25,28.78279416,3.378161788,0.841336679,172.04837
3.639,3.639,1,1,1,0.25,28.78231397,3.365669027,0.840371251,171.4121189
3.64,3.64,1,1,1,0.25,28.78262391,3.353362624,0.83998058,170.7853589
3.641,3.641,1,1,1,0.25,28.78301777,3.341631591,0.84079437,170.1879023
3.642,3.642,1,1,1,0.25,28.78264235,3.330260236,0.841615871,169.608764
3.643,3.643,1,1,1,0.25,28.78185725,3.318038955,0.841319859,168.9863392
3.644,3.644,1,1,1,0.25,28.78149934,3.305827081,0.84022833,168.3643936
3.645,3.645,1,1,1,0.25,28.78142269,3.293814231,0.839195494,167.7525841
3.646,3.646,1,1,1,0.25,28.78139205,3.281616699,0.838391185,167.1313689
3.647,3.647,1,1,1,0.25,28.78108863,3.26939337,0.837528873,166.5088399
3.648,3.648,1,1,1,0.25,28.7804855,3.25785242,0.836988799,165.9210641
3.649,3.649,1,1,1,0.25,28.77996825,3.24704228,0.837458409,165.3705082
3.65,3.65,1,1,1,0.25,28.7796516,3.235670831,0.838161167,164.791365
3.651,3.651,1,1,1,0.25,28.77966631,3.223546222,0.838246141,164.1738638
3.652,3.652,1,1,1,0.25,28.77970021,3.21105849,0.837658178,163.5378688
3.653,3.653,1,1,1,0.25,28.77945909,3.198572993,0.836702026,162.9019876
3.654,3.654,1,1,1,0.25,28.77902258,3.186537419,0.835799947,162.2890208
3.655,3.655,1,1,1,0.25,28.77865043,3.174566571,0.834904928,161.6793506
3.656,3.656,1,1,1,0.25,28.77872353,3.162349295,0.834174566,161.0571298
3.657,3.657,1,1,1,0.25,28.77889229,3.150299564,0.834664442,160.443442
3.658,3.658,1,1,1,0.25,28.77857601,3.138314374,0.835758001,159.8330413
3.659,3.659,1,1,1,0.25,28.77816604,3.126078844,0.836012717,159.2098909
3.66,3.66,1,1,1,0.25,28.7777245,3.114195447,0.835173726,158.6046745
3.661,3.661,1,1,1,0.25,28.7774479,3.10252225,0.833842251,158.0101634
3.662,3.662,1,1,1,0.25,28.77759775,3.090351168,0.832549855,157.3902953
3.663,3.663,1,1,1,0.25,28.77787594,3.077917732,0.831579249,156.7570656
3.664,3.664,1,1,1,0.25,28.77800986,3.065980133,0.830900054,156.1490886
3.665,3.665,1,1,1,0.25,28.77746886,3.054157086,0.831264406,155.5469457
3.666,3.666,1,1,1,0.25,28.77679318,3.042174596,0.832160469,154.9366826
3.667,3.667,1,1,1,0.25,28.77665404,3.029996995,0.832381919,154.3164824
3.668,3.668,1,1,1,0.25,28.7766939,3.017797973,0.831655972,153.6951913
3.669,3.669,1,1,1,0.25,28.77658289,3.005718812,0.830553696,153.0800047
3.67,3.67,1,1,1,0.25,28.77613502,2.99400501,0.829490945,152.4834256
3.671,3.671,1,1,1,0.25,28.77552602,2.982628811,0.828547683,151.9040406
3.672,3.672,1,1,1,0.25,28.77503792,2.970879246,0.827836879,151.3056401
3.673,3.673,1,1,1,0.25,28.77472816,2.958663087,0.828114562,150.6834763
3.674,3.674,1,1,1,0.25,28.77477771,2.946532983,0.829157289,150.0656951
3.675,3.675,1,1,1,0.25,28.77484774,2.934652753,0.82952546,149.46064
3.676,3.676,1,1,1,0.25,28.77473235,2.923111338,0.828790981,148.8728405
3.677,3.677,1,1,1,0.25,28.77458697,2.911636513,0.827644113,148.2884324
3.678,3.678,1,1,1,0.25,28.77387507,2.900295984,0.826544799,147.7108641
3.679,3.679,1,1,1,0.25,28.77330827,2.888937667,0.825581085,147.1323897
3.68,3.68,1,1,1,0.25,28.77334524,2.87704654,0.824858155,146.5267796
3.681,3.681,1,1,1,0.25,28.77338538,2.864994761,0.825028215,145.9129875
3.682,3.682,1,1,1,0.25,28.77342086,2.852829732,0.826122947,145.2934276
3.683,3.683,1,1,1,0.25,28.77309397,2.840602305,0.82660526,144.6706899
3.684,3.684,1,1,1,0.25,28.77273606,2.828296181,0.825934093,144.0439441
3.685,3.685,1,1,1,0.25,28.77265485,2.816244867,0.824784879,143.4301757
3.686,3.686,1,1,1,0.25,28.77250426,2.80489251,0.823902059,142.8520049
3.687,3.687,1,1,1,0.25,28.77234984,2.793157194,0.823190361,142.2543302
3.688,3.688,1,1,1,0.25,28.77188362,2.780887391,0.822242703,141.6294343
3.689,3.689,1,1,1,0.25,28.77140725,2.768966556,0.82175795,141.0223111
3.69,3.69,1,1,1,0.25,28.77135323,2.757336479,0.822558142,140.4299961
3.691,3.691,1,1,1,0.25,28.77133787,2.745531313,0.823356695,139.828764
3.692,3.692,1,1,1,0.25,28.77100594,2.733699977,0.823089723,139.226199
3.693,3.693,1,1,1,0.25,28.7703611,2.721725684,0.821997561,138.6163532
3.694,3.694,1,1,1,0.25,28.76981739,2.709983941,0.820860378,138.0183511
3.695,3.695,1,1,1,0.25,28.76967061,2.698051929,0.819911882,137.4106588
3.696,3.696,1,1,1,0.25,28.76933021,2.686329931,0.819108095,136.8136623
3.697,3.697,1,1,1,0.25,28.76915494,2.675186004,0.818946101,136.2461067
3.698,3.698,1,1,1,0.25,28.76933031,2.663764916,0.819800589,135.6644355
3.699,3.699,1,1,1,0.25,28.76928104,2.651678305,0.820539333,135.0488694
3.7,3.7,1,1,1,0.25,28.76912914,2.639403753,0.820103232,134.4237316
3.701,3.701,1,1,1,0.25,28.76886353,2.627651487,0.818786677,133.8251936
3.702,3.702,1,1,1,0.25,28.76884723,2.615903225,0.817594733,133.2268595
3.703,3.703,1,1,1,0.25,28.76876965,2.604018617,0.816878304,132.6215814
3.704,3.704,1,1,1,0.25,28.76812667,2.592046652,0.816261601,132.0118542
3.705,3.705,1,1,1,0.25,28.76768559,2.580279857,0.815936085,131.4125763
3.706,3.706,1,1,1,0.25,28.7674156,2.568693366,0.816562753,130.8224811
3.707,3.707,1,1,1,0.25,28.76724051,2.556953114,0.817194805,130.2245549
3.708,3.708,1,1,1,0.25,28.7673003,2.544982731,0.816919506,129.6149084
3.709,3.709,1,1,1,0.25,28.76723185,2.533390839,0.815924928,129.0245381
3.71,3.71,1,1,1,0.25,28.76710035,2.522090729,0.814823303,128.4490283
3.711,3.711,1,1,1,0.25,28.76677616,2.510805894,0.814082567,127.8742963
3.712,3.712,1,1,1,0.25,28.76638584,2.499319147,0.813482217,127.2892811
3.713,3.713,1,1,1,0.25,28.7660528,2.487388905,0.81280848,126.6816788
3.714,3.714,1,1,1,0.25,28.765688,2.475488372,0.813071337,126.0755897
3.715,3.715,1,1,1,0.25,28.76564106,2.463543229,0.81385741,125.4672285
3.716,3.716,1,1,1,0.25,28.76560027,2.451746725,0.814087112,124.8664375
3.717,3.717,1,1,1,0.25,28.76547724,2.440385986,0.813405849,124.2878398
3.718,3.718,1,1,1,0.25,28.76544632,2.428625338,0.812227111,123.6888749
3.719,3.719,1,1,1,0.25,28.76482299,2.41646627,0.811095964,123.0696186
3.72,3.72,1,1,1,0.25,28.76409581,2.404474188,0.810261201,122.4588669
3.721,3.721,1,1,1,0.25,28.76394251,2.39240611,0.80975689,121.8442447
3.722,3.722,1,1,1,0.25,28.76385301,2.380782738,0.810333658,121.2522713
3.723,3.723,1,1,1,0.25,28.76383886,2.369551174,0.811214969,120.6802524
3.724,3.724,1,1,1,0.25,28.76347732,2.358050924,0.811113752,120.0945494
3.725,3.725,1,1,1,0.25,28.76313375,2.346179821,0.810059719,119.4899591
3.726,3.726,1,1,1,0.25,28.7630952,2.334445808,0.808850285,118.8923507
3.727,3.727,1,1,1,0.25,28.76294171,2.322814707,0.807790514,118.2999836
3.728,3.728,1,1,1,0.25,28.76300644,2.311099879,0.807009377,117.7033523
3.729,3.729,1,1,1,0.25,28.76289412,2.299899515,0.806467514,117.1329224
3.73,3.73,1,1,1,0.25,28.76242958,2.288645878,0.806871522,116.5597794
3.731,3.731,1,1,1,0.25,28.76198292,2.276484389,0.807853751,115.9403999
3.732,3.732,1,1,1,0.25,28.76172783,2.264348231,0.808044262,115.3223104
3.733,3.733,1,1,1,0.25,28.76176443,2.252557501,0.807210412,114.7218134
3.734,3.734,1,1,1,0.25,28.76157276,2.241185401,0.806149207,114.1426371
3.735,3.735,1,1,1,0.25,28.76103455,2.230333071,0.805334393,113.5899325
3.736,3.736,1,1,1,0.25,28.76084503,2.218998969,0.804568343,113.0126914
3.737,3.737,1,1,1,0.25,28.76065299,2.206393424,0.803773869,112.3706963
3.738,3.738,1,1,1,0.25,28.76050491,2.193674818,0.803708266,111.722943
3.739,3.739,1,1,1,0.25,28.76027878,2.181757335,0.804428421,111.1159905
3.74,3.74,1,1,1,0.25,28.76004502,2.170345932,0.80486659,110.5348126
3.741,3.741,1,1,1,0.25,28.76002267,2.159203682,0.804475509,109.9673424
3.742,3.742,1,1,1,0.25,28.75971571,2.147664689,0.803647079,109.3796663
3.743,3.743,1,1,1,0.25,28.75912795,2.135786507,0.802589189,108.7747155
3.744,3.744,1,1,1,0.25,28.75874359,2.123795077,0.801405124,108.1639969
3.745,3.745,1,1,1,0.25,28.75837199,2.111986,0.800396334,107.5625656
3.746,3.746,1,1,1,0.25,28.75823611,2.100258227,0.800361987,106.965275
3.747,3.747,1,1,1,0.25,28.75820184,2.088193595,0.801407862,106.3508283
3.748,3.748,1,1,1,0.25,28.75814028,2.07618,0.802111439,105.7389809
3.749,3.749,1,1,1,0.25,28.75819877,2.064754535,0.801669694,105.1570867
3.75,3.75,1,1,1,0.25,28.75798792,2.053577546,0.800432693,104.5878474
3.751,3.751,1,1,1,0.25,28.75762517,2.041565534,0.799164604,103.9760806
3.752,3.752,1,1,1,0.25,28.75719732,2.029280365,0.798112173,103.3504021
3.753,3.753,1,1,1,0.25,28.75702465,2.016949467,0.797338001,102.7223946
3.754,3.754,1,1,1,0.25,28.7570294,2.004856057,0.7971761,102.1064823
3.755,3.755,1,1,1,0.25,28.75649976,1.99314123,0.797964334,101.509851
3.756,3.756,1,1,1,0.25,28.75595065,1.98136298,0.798648316,100.9099897
3.757,3.757,1,1,1,0.25,28.75605281,1.969470363,0.798356459,100.3043037
3.758,3.758,1,1,1,0.25,28.75633994,1.95751274,0.797246695,99.6953069
3.759,3.759,1,1,1,0.25,28.756308,1.945998706,0.796064511,99.10890195
3.76,3.76,1,1,1,0.25,28.75574455,1.934639551,0.795204509,98.53038491
3.761,3.761,1,1,1,0.25,28.75535078,1.923074573,0.794598665,97.94138544
3.762,3.762,1,1,1,0.25,28.75520382,1.910437364,0.794268046,97.29777765
3.763,3.763,1,1,1,0.25,28.75502044,1.897535659,0.794823226,96.64069921
3.764,3.764,1,1,1,0.25,28.75493821,1.885726955,0.795345195,96.03928681
3.765,3.765,1,1,1,0.25,28.75458766,1.874447521,0.795074366,95.46482995
3.766,3.766,1,1,1,0.25,28.75420041,1.862688642,0.794257503,94.86595516
3.767,3.767,1,1,1,0.25,28.75389662,1.850467827,0.79336755,94.24355416
3.768,3.768,1,1,1,0.25,28.75346951,1.837891992,0.792441722,93.60307213
3.769,3.769,1,1,1,0.25,28.75327459,1.825420558,0.79155324,92.96790722
3.77,3.77,1,1,1,0.25,28.75310769,1.81380827,0.79089867,92.3764982
3.771,3.771,1,1,1,0.25,28.75266448,1.802683156,0.791331567,91.8099008
3.772,3.772,1,1,1,0.25,28.75236552,1.791493036,0.792228449,91.23999265
3.773,3.773,1,1,1,0.25,28.75224659,1.779841725,0.792481136,90.64659624
3.774,3.774,1,1,1,0.25,28.75220552,1.767770015,0.791780949,90.03178908
3.775,3.775,1,1,1,0.25,28.75203993,1.755359024,0.790561158,89.3997025
3.776,3.776,1,1,1,0.25,28.75179136,1.74253732,0.789282471,88.74669846
3.777,3.777,1,1,1,0.25,28.75159374,1.729790121,0.788146164,88.09748896
3.778,3.778,1,1,1,0.25,28.75129227,1.717929728,0.787379742,87.4934441
3.779,3.779,1,1,1,0.25,28.75127345,1.706409361,0.787846558,86.90671661
3.78,3.78,1,1,1,0.25,28.75154223,1.694353204,0.788920149,86.29270157
3.781,3.781,1,1,1,0.25,28.75164496,1.682042051,0.789184775,85.66569968
3.782,3.782,1,1,1,0.25,28.75121944,1.669904124,0.78834787,85.04752011
3.783,3.783,1,1,1,0.25,28.75034679,1.657722052,0.787068792,84.42709228
3.784,3.784,1,1,1,0.25,28.74985011,1.645261515,0.785895661,83.79248232
3.785,3.785,1,1,1,0.25,28.74978585,1.633515488,0.784949567,83.19426209
3.786,3.786,1,1,1,0.25,28.74960033,1.622090582,0.784316119,82.61239637
3.787,3.787,1,1,1,0.25,28.74931078,1.609858312,0.784774106,81.98941195
3.788,3.788,1,1,1,0.25,28.74905718,1.597147435,0.785728823,81.34205231
3.789,3.789,1,1,1,0.25,28.74880489,1.584504265,0.785677172,80.69814095
3.79,3.79,1,1,1,0.25,28.7483898,1.572520193,0.784754828,80.08779714
3.791,3.791,1,1,1,0.25,28.74825513,1.560654212,0.783740282,79.48346768
3.792,3.792,1,1,1,0.25,28.74819422,1.548313443,0.78283824,78.85495746
3.793,3.793,1,1,1,0.25,28.74803012,1.536298264,0.781974513,78.24302941
3.794,3.794,1,1,1,0.25,28.7476019,1.524185389,0.781170726,77.62612577
3.795,3.795,1,1,1,0.25,28.74705102,1.511649322,0.781281404,76.98766908
3.796,3.796,1,1,1,0.25,28.74674136,1.498833019,0.782300048,76.33494015
3.797,3.797,1,1,1,0.25,28.74701144,1.485907473,0.782721769,75.67664745
3.798,3.798,1,1,1,0.25,28.74722732,1.473587751,0.781937968,75.04920919
3.799,3.799,1,1,1,0.25,28.74704711,1.461659744,0.780668296,74.44172077
3.8,3.8,1,1,1,0.25,28.74658676,1.449926849,0.779511817,73.84416933
3.801,3.801,1,1,1,0.25,28.74601092,1.437628362,0.778627843,73.21781251
3.802,3.802,1,1,1,0.25,28.74588482,1.42477816,0.777844898,72.56335705
3.803,3.803,1,1,1,0.25,28.74604128,1.411793008,0.77769734,71.90202872
3.804,3.804,1,1,1,0.25,28.7461306,1.39913559,0.778500699,71.25739166
3.805,3.805,1,1,1,0.25,28.74576449,1.38725983,0.779011957,70.65256417
3.806,3.806,1,1,1,0.25,28.74526512,1.37564484,0.778551251,70.0610176
3.807,3.807,1,1,1,0.25,28.7449969,1.363681816,0.777528714,69.45174575
3.808,3.808,1,1,1,0.25,28.74490712,1.351417415,0.776407886,68.82712493
3.809,3.809,1,1,1,0.25,28.74485329,1.338832825,0.775325354,68.18619705
3.81,3.81,1,1,1,0.25,28.74465007,1.326162834,0.774408504,67.54091966
3.811,3.811,1,1,1,0.25,28.74415843,1.313678548,0.774128474,66.90510018
3.812,3.812,1,1,1,0.25,28.74369584,1.30063016,0.774978362,66.24055122
3.813,3.813,1,1,1,0.25,28.74325644,1.287425123,0.775766168,65.56802423
3.814,3.814,1,1,1,0.25,28.74316052,1.274858136,0.775381643,64.9279928
3.815,3.815,1,1,1,0.25,28.74326939,1.263057441,0.77421302,64.32698832
3.816,3.816,1,1,1,0.25,28.74289416,1.251380239,0.773080532,63.7322733
3.817,3.817,1,1,1,0.25,28.74216307,1.23909926,0.772242863,63.10680821
3.818,3.818,1,1,1,0.25,28.74147706,1.22635318,0.771318935,62.45765563
3.819,3.819,1,1,1,0.25,28.74151478,1.213948056,0.770621113,61.82586787
3.82,3.82,1,1,1,0.25,28.7420935,1.201967523,0.771138351,61.21570429
3.821,3.821,1,1,1,0.25,28.74207227,1.189574506,0.772045981,60.58453314
3.822,3.822,1,1,1,0.25,28.74113768,1.176544465,0.77205075,59.92091859
3.823,3.823,1,1,1,0.25,28.74038285,1.163730212,0.771117136,59.268294
