Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,Total Cycle Count(8800MTB25266 Linear Waveform),Position (mm),Force (kN),Strain 1 (%),Stress
25.296,5.296,3,3,1,2.5,28.37139992,-9.528047126,-0.146931782,-485.2594637
25.297,5.297,3,3,1,2.5,28.37183569,-9.530135337,-0.14638843,-485.3658154
25.298,5.298,3,3,1,2.5,28.37208202,-9.53244213,-0.146929827,-485.4832994
25.299,5.299,3,3,1,2.5,28.37156914,-9.534727875,-0.14821291,-485.5997114
25.3,5.3,3,3,1,2.5,28.37080415,-9.536644351,-0.149454456,-485.6973167
25.301,5.301,3,3,1,2.5,28.37036029,-9.538697079,-0.150523558,-485.8018613
25.302,5.302,3,3,1,2.5,28.37072667,-9.541147202,-0.151583999,-485.9266451
25.303,5.303,3,3,1,2.5,28.3709879,-9.543720726,-0.15235614,-486.0577136
25.304,5.304,3,3,1,2.5,28.37056154,-9.545896854,-0.152035579,-486.1685429
25.305,5.305,3,3,1,2.5,28.37004885,-9.547918476,-0.151544902,-486.2715032
25.306,5.306,3,3,1,2.5,28.36976415,-9.549946245,-0.151985064,-486.3747767
25.307,5.307,3,3,1,2.5,28.36991316,-9.551780857,-0.153169986,-486.4682127
25.308,5.308,3,3,1,2.5,28.3699939,-9.553783201,-0.154389217,-486.5701912
25.309,5.309,3,3,1,2.5,28.36966394,-9.556016792,-0.155504718,-486.6839471
25.31,5.31,3,3,1,2.5,28.36946733,-9.558202606,-0.156757273,-486.7952697
25.311,5.311,3,3,1,2.5,28.36959371,-9.560737107,-0.157800838,-486.9243508
25.312,5.312,3,3,1,2.5,28.36977914,-9.563622903,-0.157485083,-487.0713232
25.313,5.313,3,3,1,2.5,28.36942347,-9.566347953,-0.156740416,-487.2101088
25.314,5.314,3,3,1,2.5,28.36886905,-9.568620939,-0.157007724,-487.325871
25.315,5.315,3,3,1,2.5,28.36856134,-9.570552781,-0.15827341,-487.424259
25.316,5.316,3,3,1,2.5,28.3684304,-9.572160617,-0.159698352,-487.5061453
25.317,5.317,3,3,1,2.5,28.36824171,-9.57358405,-0.160937235,-487.5786402
25.318,5.318,3,3,1,2.5,28.36789824,-9.57540432,-0.162029862,-487.6713458
25.319,5.319,3,3,1,2.5,28.36785652,-9.577262215,-0.162938256,-487.7659676
25.32,5.32,3,3,1,2.5,28.36817605,-9.579532221,-0.162723437,-487.8815781
25.321,5.321,3,3,1,2.5,28.3679639,-9.582314733,-0.161893964,-488.0232903
25.322,5.322,3,3,1,2.5,28.36747803,-9.58506614,-0.161896423,-488.1634182
25.323,5.323,3,3,1,2.5,28.36733256,-9.587551095,-0.162940454,-488.289976
25.324,5.324,3,3,1,2.5,28.36752376,-9.589234833,-0.164408591,-488.375728
25.325,5.325,3,3,1,2.5,28.36763831,-9.591339715,-0.165679883,-488.4829288
25.326,5.326,3,3,1,2.5,28.36732678,-9.594108164,-0.166777,-488.6239248
25.327,5.327,3,3,1,2.5,28.36699449,-9.595716093,-0.167754795,-488.7058159
25.328,5.328,3,3,1,2.5,28.36684668,-9.596826416,-0.167726483,-488.7623642
25.329,5.329,3,3,1,2.5,28.36676538,-9.598573204,-0.16704686,-488.8513274
25.33,5.33,3,3,1,2.5,28.36665614,-9.600872826,-0.167076103,-488.9684462
25.331,5.331,3,3,1,2.5,28.36620044,-9.60254902,-0.168044567,-489.0538141
25.332,5.332,3,3,1,2.5,28.36586395,-9.604360163,-0.169339497,-489.1460548
25.333,5.333,3,3,1,2.5,28.36568402,-9.606678504,-0.1705488,-489.264127
25.334,5.334,3,3,1,2.5,28.36556546,-9.609340318,-0.171750952,-489.399692
25.335,5.335,3,3,1,2.5,28.3656517,-9.611936752,-0.172951967,-489.5319273
25.336,5.336,3,3,1,2.5,28.36546525,-9.614769742,-0.173202399,-489.6762103
25.337,5.337,3,3,1,2.5,28.36493654,-9.617567062,-0.172438417,-489.8186767
25.338,5.338,3,3,1,2.5,28.36430352,-9.619657882,-0.172162689,-489.9251612
25.339,5.339,3,3,1,2.5,28.36419847,-9.620938823,-0.172918923,-489.990399
25.34,5.34,3,3,1,2.5,28.36463582,-9.622108564,-0.174330063,-490.0499734
25.341,5.341,3,3,1,2.5,28.36463246,-9.623594303,-0.175687727,-490.1256415
25.342,5.342,3,3,1,2.5,28.36422706,-9.624959435,-0.176762938,-490.1951671
25.343,5.343,3,3,1,2.5,28.36388675,-9.626746457,-0.177866593,-490.2861794
25.344,5.344,3,3,1,2.5,28.36399041,-9.629636072,-0.178423859,-490.4333463
25.345,5.345,3,3,1,2.5,28.3642672,-9.633091185,-0.177818406,-490.6093138
25.346,5.346,3,3,1,2.5,28.36381672,-9.636310115,-0.17737845,-490.7732525
25.347,5.347,3,3,1,2.5,28.36318342,-9.638388269,-0.177975185,-490.879092
25.348,5.348,3,3,1,2.5,28.36294472,-9.639629442,-0.179208461,-490.9423045
25.349,5.349,3,3,1,2.5,28.36286752,-9.641119465,-0.180491451,-491.0181907
25.35,5.35,3,3,1,2.5,28.36277913,-9.643073473,-0.181745477,-491.1177075
25.351,5.351,3,3,1,2.5,28.3626345,-9.644605312,-0.182944089,-491.1957235
25.352,5.352,3,3,1,2.5,28.36277699,-9.646393079,-0.183490738,-491.2867737
25.353,5.353,3,3,1,2.5,28.3626073,-9.649552684,-0.182870477,-491.447691
25.354,5.354,3,3,1,2.5,28.36210337,-9.652521368,-0.182350446,-491.5988849
25.355,5.355,3,3,1,2.5,28.36194849,-9.654314071,-0.182920638,-491.6901865
25.356,5.356,3,3,1,2.5,28.36215775,-9.655749705,-0.184298661,-491.7633027
25.357,5.357,3,3,1,2.5,28.3625152,-9.657671396,-0.185640957,-491.8611736
25.358,5.358,3,3,1,2.5,28.36234802,-9.659966175,-0.186715201,-491.9780458
25.359,5.359,3,3,1,2.5,28.36195445,-9.661463369,-0.187785495,-492.0542972
25.36,5.36,3,3,1,2.5,28.36184856,-9.663223568,-0.188598782,-492.1439435
25.361,5.361,3,3,1,2.5,28.36144837,-9.665603377,-0.188180115,-492.2651461
25.362,5.362,3,3,1,2.5,28.36095141,-9.667780157,-0.187470093,-492.3760086
25.363,5.363,3,3,1,2.5,28.36070368,-9.669639915,-0.187784303,-492.4707253
25.364,5.364,3,3,1,2.5,28.36056398,-9.671368171,-0.188970882,-492.5587447
25.365,5.365,3,3,1,2.5,28.36058466,-9.672874026,-0.190328155,-492.6354372
25.366,5.366,3,3,1,2.5,28.36039485,-9.674550593,-0.191536732,-492.7208241
25.367,5.367,3,3,1,2.5,28.36021306,-9.676495101,-0.1926459,-492.8198571
25.368,5.368,3,3,1,2.5,28.35997492,-9.679198172,-0.193363242,-492.9575234
25.369,5.369,3,3,1,2.5,28.35953403,-9.682635032,-0.192953628,-493.1325612
25.37,5.37,3,3,1,2.5,28.35942926,-9.684931207,-0.192463305,-493.2495045
25.371,5.371,3,3,1,2.5,28.35959783,-9.686499368,-0.192911178,-493.3293703
25.372,5.372,3,3,1,2.5,28.35964821,-9.688008111,-0.194079708,-493.4062099
25.373,5.373,3,3,1,2.5,28.35942805,-9.68953995,-0.195370689,-493.4842258
25.374,5.374,3,3,1,2.5,28.35911494,-9.691201709,-0.196429119,-493.5688585
25.375,5.375,3,3,1,2.5,28.35912192,-9.693499189,-0.197533257,-493.6858682
25.376,5.376,3,3,1,2.5,28.35919801,-9.696438443,-0.198703706,-493.8355632
25.377,5.377,3,3,1,2.5,28.35907144,-9.699088521,-0.198669862,-493.9705306
25.378,5.378,3,3,1,2.5,28.35872062,-9.701300412,-0.198042896,-494.0831812
25.379,5.379,3,3,1,2.5,28.35834241,-9.703100193,-0.198026616,-494.1748433
25.38,5.38,3,3,1,2.5,28.35817654,-9.704743698,-0.198873803,-494.2585464
25.381,5.381,3,3,1,2.5,28.35802548,-9.706534073,-0.200085212,-494.3497294
25.382,5.382,3,3,1,2.5,28.35804494,-9.708231129,-0.201336388,-494.4361597
25.383,5.383,3,3,1,2.5,28.35785756,-9.710157756,-0.202551764,-494.534282
25.384,5.384,3,3,1,2.5,28.35724037,-9.713217523,-0.203628447,-494.6901147
25.385,5.385,3,3,1,2.5,28.35652521,-9.716412425,-0.203567427,-494.8528297
25.386,5.386,3,3,1,2.5,28.35621247,-9.718470275,-0.202865023,-494.9576352
25.387,5.387,3,3,1,2.5,28.35640414,-9.719598293,-0.202833433,-495.0150847
25.388,5.388,3,3,1,2.5,28.35657494,-9.720786754,-0.203839,-495.0756125
25.389,5.389,3,3,1,2.5,28.3562744,-9.722429328,-0.205232855,-495.1592681
25.39,5.39,3,3,1,2.5,28.35583547,-9.724526294,-0.206550434,-495.2660657
25.391,5.391,3,3,1,2.5,28.35552823,-9.726705775,-0.207722634,-495.3770657
25.392,5.392,3,3,1,2.5,28.35565563,-9.728714172,-0.208659992,-495.4793526
25.393,5.393,3,3,1,2.5,28.35587421,-9.730821196,-0.20872198,-495.5866624
25.394,5.394,3,3,1,2.5,28.35585382,-9.733268246,-0.208036732,-495.7112897
25.395,5.395,3,3,1,2.5,28.35562536,-9.735197015,-0.207911432,-495.8095211
25.396,5.396,3,3,1,2.5,28.35523384,-9.736828785,-0.208787881,-495.8926265
25.397,5.397,3,3,1,2.5,28.35513325,-9.738813993,-0.210083891,-495.9937322
25.398,5.398,3,3,1,2.5,28.35517358,-9.740650374,-0.211281404,-496.0872584
25.399,5.399,3,3,1,2.5,28.35472031,-9.74260876,-0.212446041,-496.1869981
25.4,5.4,3,3,1,2.5,28.35431583,-9.744769242,-0.213717762,-496.2970306
25.401,5.401,3,3,1,2.5,28.35405758,-9.746433981,-0.214107223,-496.381815
25.402,5.402,3,3,1,2.5,28.35399425,-9.748468734,-0.213261079,-496.4854442
25.403,5.403,3,3,1,2.5,28.35419653,-9.750811476,-0.212748945,-496.6047591
25.404,5.404,3,3,1,2.5,28.35406112,-9.752972703,-0.213399921,-496.7148295
25.405,5.405,3,3,1,2.5,28.35366419,-9.755282756,-0.21463437,-496.8324795
25.406,5.406,3,3,1,2.5,28.35335201,-9.756942,-0.215776227,-496.9169841
25.407,5.407,3,3,1,2.5,28.35313911,-9.75796096,-0.216974802,-496.9688793
25.408,5.408,3,3,1,2.5,28.35301179,-9.759814199,-0.218481775,-497.063264
25.409,5.409,3,3,1,2.5,28.35297994,-9.762550332,-0.219327472,-497.2026141
25.41,5.41,3,3,1,2.5,28.35302735,-9.765544813,-0.218737014,-497.3551218
25.411,5.411,3,3,1,2.5,28.35293273,-9.767759033,-0.218220428,-497.467891
25.412,5.412,3,3,1,2.5,28.352906,-9.769019112,-0.218808334,-497.5320664
25.413,5.413,3,3,1,2.5,28.35272532,-9.769904986,-0.22013044,-497.5771835
25.414,5.414,3,3,1,2.5,28.35239926,-9.771316312,-0.221398566,-497.6490618
25.415,5.415,3,3,1,2.5,28.35208708,-9.773619007,-0.222453754,-497.7663371
25.416,5.416,3,3,1,2.5,28.35175907,-9.776511136,-0.223656148,-497.913632
25.417,5.417,3,3,1,2.5,28.35141569,-9.778883867,-0.224461835,-498.0344742
25.418,5.418,3,3,1,2.5,28.35106011,-9.780752752,-0.22392096,-498.1296557
25.419,5.419,3,3,1,2.5,28.35109392,-9.782676119,-0.223146081,-498.227612
25.42,5.42,3,3,1,2.5,28.35133141,-9.784838464,-0.223344285,-498.3377394
25.421,5.421,3,3,1,2.5,28.35123818,-9.786655195,-0.224532243,-498.4302647
25.422,5.422,3,3,1,2.5,28.35091893,-9.788354207,-0.226026177,-498.5167947
25.423,5.423,3,3,1,2.5,28.35049462,-9.790248051,-0.22734357,-498.6132474
25.424,5.424,3,3,1,2.5,28.35008539,-9.792127274,-0.228608083,-498.7089554
25.425,5.425,3,3,1,2.5,28.34995678,-9.794130828,-0.229514167,-498.8109956
25.426,5.426,3,3,1,2.5,28.35012376,-9.795918316,-0.229244418,-498.9020316
25.427,5.427,3,3,1,2.5,28.35032074,-9.797602054,-0.228679888,-498.9877836
25.428,5.428,3,3,1,2.5,28.35024269,-9.800110105,-0.228811987,-499.1155177
25.429,5.429,3,3,1,2.5,28.34996702,-9.803182911,-0.229787547,-499.2720144
25.43,5.43,3,3,1,2.5,28.34958229,-9.805335756,-0.231196806,-499.3816579
25.431,5.431,3,3,1,2.5,28.34932553,-9.806425311,-0.232495032,-499.4371484
25.432,5.432,3,3,1,2.5,28.34958052,-9.807766974,-0.233698264,-499.5054788
25.433,5.433,3,3,1,2.5,28.34947817,-9.809609503,-0.234649945,-499.599318
25.434,5.434,3,3,1,2.5,28.34904026,-9.811802208,-0.234397892,-499.7109916
25.435,5.435,3,3,1,2.5,28.34871002,-9.814484976,-0.233600754,-499.8476238
25.436,5.436,3,3,1,2.5,28.34875938,-9.817391913,-0.233666692,-499.9956729
25.437,5.437,3,3,1,2.5,28.34892431,-9.819575306,-0.234737899,-500.1068722
25.438,5.438,3,3,1,2.5,28.34868217,-9.820949286,-0.236164108,-500.1768485
25.439,5.439,3,3,1,2.5,28.3482044,-9.822271578,-0.237523504,-500.2441922
25.44,5.44,3,3,1,2.5,28.34802065,-9.823651984,-0.238599572,-500.3144957
25.441,5.441,3,3,1,2.5,28.34801394,-9.825682919,-0.239390433,-500.4179304
25.442,5.442,3,3,1,2.5,28.34792547,-9.828601312,-0.2393011,-500.5665629
25.443,5.443,3,3,1,2.5,28.34760016,-9.831202496,-0.238684174,-500.6990401
25.444,5.444,3,3,1,2.5,28.34716178,-9.83284777,-0.238777623,-500.7828333
25.445,5.445,3,3,1,2.5,28.3470883,-9.833612014,-0.239822827,-500.8217559
25.446,5.446,3,3,1,2.5,28.34728174,-9.834602941,-0.241070036,-500.8722234
25.447,5.447,3,3,1,2.5,28.34746521,-9.836369287,-0.242210068,-500.9621827
25.448,5.448,3,3,1,2.5,28.34712937,-9.838311002,-0.243496783,-501.0610734
25.449,5.449,3,3,1,2.5,28.34663847,-9.840328433,-0.244813636,-501.1638203
25.45,5.45,3,3,1,2.5,28.34654534,-9.842637274,-0.245160367,-501.2814086
25.451,5.451,3,3,1,2.5,28.34658725,-9.845185373,-0.244382471,-501.4111822
25.452,5.452,3,3,1,2.5,28.34650893,-9.847597219,-0.243952181,-501.5340166
25.453,5.453,3,3,1,2.5,28.34611768,-9.849510714,-0.244594626,-501.6314701
25.454,5.454,3,3,1,2.5,28.34561793,-9.850588534,-0.24586523,-501.686363
25.455,5.455,3,3,1,2.5,28.34522724,-9.851790313,-0.247299336,-501.7475691
25.456,5.456,3,3,1,2.5,28.34502701,-9.853695706,-0.248689819,-501.8446099
25.457,5.457,3,3,1,2.5,28.34496684,-9.855918121,-0.249923859,-501.9577966
25.458,5.458,3,3,1,2.5,28.34472172,-9.857886005,-0.250235833,-502.0580201
25.459,5.459,3,3,1,2.5,28.34434565,-9.859517869,-0.249353983,-502.1411303
25.46,5.46,3,3,1,2.5,28.34410258,-9.861340467,-0.248745084,-502.2339544
25.461,5.461,3,3,1,2.5,28.34419627,-9.863127209,-0.249518286,-502.3249525
25.462,5.462,3,3,1,2.5,28.34444754,-9.864925966,-0.250968635,-502.4165624
25.463,5.463,3,3,1,2.5,28.34434472,-9.867065866,-0.25231218,-502.5255466
25.464,5.464,3,3,1,2.5,28.34378323,-9.868663363,-0.253430791,-502.6069065
25.465,5.465,3,3,1,2.5,28.34331822,-9.869637433,-0.254601371,-502.6565155
25.466,5.466,3,3,1,2.5,28.34313279,-9.871286899,-0.255341418,-502.7405221
25.467,5.467,3,3,1,2.5,28.34315011,-9.874072392,-0.254723579,-502.882386
25.468,5.468,3,3,1,2.5,28.34327705,-9.876857698,-0.254021045,-503.0242405
25.469,5.469,3,3,1,2.5,28.34339505,-9.878484905,-0.254512709,-503.1071135
25.47,5.47,3,3,1,2.5,28.34346769,-9.879536275,-0.255853105,-503.1606593
25.471,5.471,3,3,1,2.5,28.34313326,-9.881032817,-0.257218741,-503.2368776
25.472,5.472,3,3,1,2.5,28.34278829,-9.883246012,-0.258416496,-503.3495947
25.473,5.473,3,3,1,2.5,28.34269041,-9.885470103,-0.259585772,-503.4628667
25.474,5.474,3,3,1,2.5,28.342955,-9.887074679,-0.260330532,-503.5445871
25.475,5.475,3,3,1,2.5,28.34294839,-9.888519719,-0.259953737,-503.6181824
25.476,5.476,3,3,1,2.5,28.34219374,-9.890204016,-0.259463172,-503.7039629
25.477,5.477,3,3,1,2.5,28.34181944,-9.891964402,-0.25979409,-503.7936187
25.478,5.478,3,3,1,2.5,28.34202573,-9.893544763,-0.260722023,-503.8741058
25.479,5.479,3,3,1,2.5,28.34237562,-9.895164892,-0.261895023,-503.9566183
25.48,5.48,3,3,1,2.5,28.34212473,-9.896841925,-0.263189487,-504.0420289
25.481,5.481,3,3,1,2.5,28.34130097,-9.898121282,-0.26449481,-504.107186
25.482,5.482,3,3,1,2.5,28.34080113,-9.900405072,-0.265580826,-504.2234984
25.483,5.483,3,3,1,2.5,28.34051652,-9.902978782,-0.265377983,-504.3545764
25.484,5.484,3,3,1,2.5,28.3404666,-9.905594587,-0.264541768,-504.4877983
25.485,5.485,3,3,1,2.5,28.34055843,-9.907734208,-0.264545828,-504.5967683
25.486,5.486,3,3,1,2.5,28.34025975,-9.909088351,-0.2654895,-504.6657342
25.487,5.487,3,3,1,2.5,28.3400394,-9.910424426,-0.26684422,-504.73378
25.488,5.488,3,3,1,2.5,28.33985453,-9.912147932,-0.26825795,-504.8215574
25.489,5.489,3,3,1,2.5,28.33999256,-9.91329113,-0.269567519,-504.87978
25.49,5.49,3,3,1,2.5,28.34022716,-9.914611839,-0.270524807,-504.9470432
25.491,5.491,3,3,1,2.5,28.33979689,-9.916781262,-0.270415861,-505.057531
25.492,5.492,3,3,1,2.5,28.3391552,-9.919295274,-0.26972793,-505.1855686
25.493,5.493,3,3,1,2.5,28.3386548,-9.921459295,-0.2696223,-505.2957812
25.494,5.494,3,3,1,2.5,28.3387363,-9.923657868,-0.270437356,-505.4077537
25.495,5.495,3,3,1,2.5,28.33920373,-9.925667942,-0.271716956,-505.5101259
25.496,5.496,3,3,1,2.5,28.33931725,-9.926719032,-0.273121372,-505.5636575
25.497,5.497,3,3,1,2.5,28.33898636,-9.927364811,-0.274346173,-505.5965467
25.498,5.498,3,3,1,2.5,28.33863711,-9.928697534,-0.275251269,-505.6644217
25.499,5.499,3,3,1,2.5,28.33855376,-9.931607265,-0.275191255,-505.8126131
25.5,5.5,3,3,1,2.5,28.33861234,-9.934317414,-0.274596903,-505.9506399
25.501,5.501,3,3,1,2.5,28.33839813,-9.935711138,-0.27461011,-506.0216217
25.502,5.502,3,3,1,2.5,28.33819678,-9.936465975,-0.275505241,-506.0600652
25.503,5.503,3,3,1,2.5,28.3377856,-9.937864076,-0.276894215,-506.1312699
25.504,5.504,3,3,1,2.5,28.33758732,-9.939946607,-0.278252307,-506.2373323
25.505,5.505,3,3,1,2.5,28.3377233,-9.942471702,-0.279477295,-506.3659344
25.506,5.506,3,3,1,2.5,28.33769033,-9.94473407,-0.280554518,-506.4811559
25.507,5.507,3,3,1,2.5,28.33751189,-9.946443513,-0.280606542,-506.5682171
25.508,5.508,3,3,1,2.5,28.33702583,-9.947801661,-0.279739238,-506.6373869
25.509,5.509,3,3,1,2.5,28.33680026,-9.949556179,-0.279547907,-506.7267438
25.51,5.51,3,3,1,2.5,28.33680166,-9.951414913,-0.280507915,-506.8214084
25.511,5.511,3,3,1,2.5,28.33676171,-9.95250484,-0.281902403,-506.8769179
25.512,5.512,3,3,1,2.5,28.33681013,-9.953710251,-0.283193402,-506.938309
25.513,5.513,3,3,1,2.5,28.33663365,-9.956063051,-0.284248088,-507.0581361
25.514,5.514,3,3,1,2.5,28.33620021,-9.958837274,-0.285280589,-507.1994261
25.515,5.515,3,3,1,2.5,28.33580058,-9.960690048,-0.285827201,-507.2937871
25.516,5.516,3,3,1,2.5,28.33562288,-9.962136112,-0.285311025,-507.3674346
25.517,5.517,3,3,1,2.5,28.33567606,-9.963794891,-0.284789409,-507.4519155
25.518,5.518,3,3,1,2.5,28.33571387,-9.965702426,-0.285167359,-507.5490654
25.519,5.519,3,3,1,2.5,28.33586698,-9.966609627,-0.286377594,-507.5952688
25.52,5.52,3,3,1,2.5,28.33576063,-9.967449587,-0.287897028,-507.6380476
25.521,5.521,3,3,1,2.5,28.33520649,-9.96916173,-0.289269667,-507.7252464
25.522,5.522,3,3,1,2.5,28.33475731,-9.971305542,-0.290526133,-507.8344298
25.523,5.523,3,3,1,2.5,28.33442874,-9.973330144,-0.291104019,-507.9375419
25.524,5.524,3,3,1,2.5,28.33408341,-9.975185897,-0.290391315,-508.0320547
25.525,5.525,3,3,1,2.5,28.33394008,-9.977236949,-0.28976256,-508.1365139
25.526,5.526,3,3,1,2.5,28.33383484,-9.97927282,-0.290122163,-508.2402
25.527,5.527,3,3,1,2.5,28.33397575,-9.981367737,-0.291288327,-508.3468932
25.528,5.528,3,3,1,2.5,28.33393086,-9.983171523,-0.292720944,-508.4387593
25.529,5.529,3,3,1,2.5,28.33362669,-9.984270856,-0.294023938,-508.4947478
25.53,5.53,3,3,1,2.5,28.33326859,-9.985350259,-0.295358337,-508.5497214
25.531,5.531,3,3,1,2.5,28.33300242,-9.986749478,-0.296362359,-508.620983
25.532,5.532,3,3,1,2.5,28.33311819,-9.988409281,-0.295910537,-508.7055161
25.533,5.533,3,3,1,2.5,28.33310794,-9.989771433,-0.295008048,-508.7748899
25.534,5.534,3,3,1,2.5,28.33305458,-9.99092618,-0.295126326,-508.8337007
25.535,5.535,3,3,1,2.5,28.33296275,-9.992527496,-0.296332482,-508.9152551
25.536,5.536,3,3,1,2.5,28.3327329,-9.994598012,-0.297767743,-509.0207056
25.537,5.537,3,3,1,2.5,28.33254533,-9.996184148,-0.298902262,-509.1014868
25.538,5.538,3,3,1,2.5,28.33227208,-9.997258522,-0.299987737,-509.1562042
25.539,5.539,3,3,1,2.5,28.33209559,-9.999259748,-0.300949309,-509.2581258
25.54,5.54,3,3,1,2.5,28.33189256,-10.00189437,-0.30076351,-509.3923059
25.541,5.541,3,3,1,2.5,28.33158839,-10.00395548,-0.299991574,-509.4972773
25.542,5.542,3,3,1,2.5,28.33145186,-10.00574064,-0.300059952,-509.5881947
25.543,5.543,3,3,1,2.5,28.33134811,-10.00770433,-0.301216599,-509.6882048
25.544,5.544,3,3,1,2.5,28.33123449,-10.00917936,-0.302698053,-509.7633274
25.545,5.545,3,3,1,2.5,28.33097801,-10.01010556,-0.303985626,-509.8104984
25.546,5.546,3,3,1,2.5,28.33068585,-10.01084056,-0.305172205,-509.8479317
25.547,5.547,3,3,1,2.5,28.33082676,-10.01224248,-0.306231342,-509.9193308
25.548,5.548,3,3,1,2.5,28.33071463,-10.01441181,-0.306113567,-510.0298139
25.549,5.549,3,3,1,2.5,28.33018117,-10.01687665,-0.305222347,-510.1553471
25.55,5.55,3,3,1,2.5,28.32993604,-10.01909701,-0.304933153,-510.2684294
25.551,5.551,3,3,1,2.5,28.33003113,-10.02098909,-0.305752344,-510.364792
25.552,5.552,3,3,1,2.5,28.3301956,-10.0221986,-0.307174344,-510.4263918
25.553,5.553,3,3,1,2.5,28.32990102,-10.02293201,-0.308662467,-510.4637444
25.554,5.554,3,3,1,2.5,28.32951546,-10.02380569,-0.309941135,-510.5082402
25.555,5.555,3,3,1,2.5,28.32937827,-10.02534581,-0.310949292,-510.5866783
25.556,5.556,3,3,1,2.5,28.3294078,-10.027753,-0.310896002,-510.7092754
25.557,5.557,3,3,1,2.5,28.32932137,-10.03017072,-0.310155787,-510.8324086
25.558,5.558,3,3,1,2.5,28.32891038,-10.03153054,-0.310148466,-510.9016638
25.559,5.559,3,3,1,2.5,28.32853356,-10.03236081,-0.311025046,-510.9439494
25.56,5.56,3,3,1,2.5,28.3283148,-10.03336878,-0.312092658,-510.9952849
25.561,5.561,3,3,1,2.5,28.3281954,-10.03523506,-0.313180331,-511.0903336
25.562,5.562,3,3,1,2.5,28.32843605,-10.0376795,-0.314489044,-511.214828
25.563,5.563,3,3,1,2.5,28.32862092,-10.03979575,-0.315835569,-511.3226075
25.564,5.564,3,3,1,2.5,28.32839154,-10.04130589,-0.316089801,-511.3995182
25.565,5.565,3,3,1,2.5,28.3279215,-10.04240084,-0.315209143,-511.4552839
25.566,5.566,3,3,1,2.5,28.32745919,-10.04426004,-0.314762462,-511.5499721
25.567,5.567,3,3,1,2.5,28.3276719,-10.04602527,-0.315546915,-511.6398745
25.568,5.568,3,3,1,2.5,28.32808355,-10.04749397,-0.317011476,-511.7146746
25.569,5.569,3,3,1,2.5,28.32828825,-10.04889505,-0.318366773,-511.7860311
25.57,5.57,3,3,1,2.5,28.32791721,-10.05073767,-0.319469254,-511.879875
25.571,5.571,3,3,1,2.5,28.3272122,-10.05272018,-0.320647694,-511.9808432
25.572,5.572,3,3,1,2.5,28.32679413,-10.05420722,-0.321099218,-512.0565777
25.573,5.573,3,3,1,2.5,28.32676265,-10.05541375,-0.320439786,-512.1180257
25.574,5.574,3,3,1,2.5,28.32697192,-10.0566498,-0.320018865,-512.1809773
25.575,5.575,3,3,1,2.5,28.32673304,-10.05786117,-0.320730228,-512.2426719
25.576,5.576,3,3,1,2.5,28.32596153,-10.05926393,-0.322119594,-512.3141138
25.577,5.577,3,3,1,2.5,28.32530709,-10.06078543,-0.323377904,-512.3916032
25.578,5.578,3,3,1,2.5,28.32548097,-10.06216174,-0.324329846,-512.4616981
25.579,5.579,3,3,1,2.5,28.32608968,-10.06414173,-0.325339194,-512.5625382
25.58,5.58,3,3,1,2.5,28.32607953,-10.06660629,-0.32603059,-512.6880572
25.581,5.581,3,3,1,2.5,28.32528027,-10.06894577,-0.325516164,-512.807206
25.582,5.582,3,3,1,2.5,28.32451044,-10.07055519,-0.324975792,-512.889173
25.583,5.583,3,3,1,2.5,28.32418513,-10.07176423,-0.325438678,-512.9507491
25.584,5.584,3,3,1,2.5,28.32444794,-10.0725038,-0.326540098,-512.9884147
25.585,5.585,3,3,1,2.5,28.32473423,-10.07353179,-0.327808503,-513.04077
25.586,5.586,3,3,1,2.5,28.32455095,-10.07520156,-0.329131447,-513.1258106
25.587,5.587,3,3,1,2.5,28.32429884,-10.07726016,-0.330359042,-513.230654
25.588,5.588,3,3,1,2.5,28.3243699,-10.0797669,-0.33105528,-513.3583217
25.589,5.589,3,3,1,2.5,28.32460636,-10.08199528,-0.330410078,-513.4718119
25.59,5.59,3,3,1,2.5,28.32450774,-10.08294299,-0.329640843,-513.5200786
25.591,5.591,3,3,1,2.5,28.32407579,-10.08344991,-0.330003574,-513.5458957
25.592,5.592,3,3,1,2.5,28.32373353,-10.08482818,-0.331353359,-513.6160902
25.593,5.593,3,3,1,2.5,28.32354344,-10.08683573,-0.332894027,-513.7183343
25.594,5.594,3,3,1,2.5,28.32367746,-10.08815253,-0.334027354,-513.7853982
25.595,5.595,3,3,1,2.5,28.32375132,-10.08921089,-0.33495184,-513.8392998
25.596,5.596,3,3,1,2.5,28.32372198,-10.0906956,-0.335715823,-513.9149157
25.597,5.597,3,3,1,2.5,28.32347844,-10.092609,-0.335418265,-514.0123645
25.598,5.598,3,3,1,2.5,28.32292058,-10.09499533,-0.334878918,-514.1338991
25.599,5.599,3,3,1,2.5,28.32271522,-10.09716764,-0.335251261,-514.244534
25.6,5.6,3,3,1,2.5,28.32275499,-10.09847233,-0.336422827,-514.3109813
25.601,5.601,3,3,1,2.5,28.3226789,-10.09910069,-0.337674171,-514.3429836
25.602,5.602,3,3,1,2.5,28.32231512,-10.10035705,-0.338790752,-514.4069692
25.603,5.603,3,3,1,2.5,28.32201915,-10.10296019,-0.339936223,-514.539546
25.604,5.604,3,3,1,2.5,28.32215447,-10.10559555,-0.341066569,-514.6737639
25.605,5.605,3,3,1,2.5,28.32188671,-10.10697857,-0.340950824,-514.7442003
